TICKER	DATA PRIMA QUOTAZIONE	DATA ULTIMA QUOTAZIONE	VARIAZIONE PERCENTUALE	PREZZO MINIMO	PREZZO MASSIMO
ATO	1983-12-28	2018-08-24	1551.701%	10.000	94.850
ATOM	2016-08-08	2018-08-24	-34.750%	2.450	9.999
ATOS	2012-11-08	2018-08-24	-99.749%	100.800	999.000
ATR	1993-04-23	2018-08-24	2029.231%	10.000	96.830
ATRA	2014-10-16	2018-08-24	253.052%	10.104	65.560
ATRC	2005-08-05	2018-08-24	142.472%	1.000	9.990
ATRI	1980-03-18	2018-08-24	5816.923%	10.000	99.990
ATRO	1980-03-17	2018-08-24	7737.301%	0.239	9.990
ATRS	1996-10-03	2018-08-24	-86.133%	0.290	9.844
ATSG	2003-07-23	2018-08-24	3436.666%	0.120	9.990
ATTO	2014-10-02	2018-08-24	-46.373%	10.000	9.995
ATTU	1993-01-26	2018-08-24	-65.750%	0.280	99.000
ATU	2000-07-24	2018-08-24	482.000%	10.000	9.993
ATUS	2017-06-22	2018-08-24	-44.818%	16.250	35.290
ATV	2007-05-04	2018-08-24	-89.070%	0.600	99.867
ATVI	1993-10-25	2018-08-24	7802.933%	0.240	9.995
ATXI	2017-06-27	2018-08-24	-51.758%	3.060	8.580
AU	1998-08-05	2018-08-24	-63.415%	10.000	9.990
AUBN	2018-01-16	2018-08-24	23.704%	35.370	53.960
AUDC	1999-05-28	2018-08-24	24.601%	0.920	9.990
AUO	2002-05-23	2018-08-24	-58.615%	10.000	9.990
AUPH	2014-09-03	2018-08-24	35.250%	1.410	9.830
AUTO	1999-03-26	2018-08-24	-98.236%	1.100	99.688
AUY	2004-01-12	2018-08-24	6.061%	1.380	9.990
AVA	1980-03-17	2018-08-24	468.607%	10.000	9.938
AVAL	2014-09-23	2018-08-24	-41.532%	10.010	9.990
AVAV	2007-01-23	2018-08-24	256.540%	16.980	87.530
AVB	1994-03-11	2018-08-24	775.689%	100.000	99.990
AVD	1987-03-03	2018-08-24	10064.000%	0.207	9.995
AVDL	1996-06-07	2018-08-24	-62.638%	0.710	9.990
AVEO	2010-03-12	2018-08-24	-70.857%	0.500	9.990
AVGO	2009-08-06	2018-08-24	1191.718%	100.000	99.850
AVGR	2015-01-30	2018-08-24	-99.743%	0.950	981.600
AVH	2013-11-06	2018-08-24	-60.643%	10.000	9.990
AVHI	2003-05-23	2018-08-24	-20.163%	10.030	9.950
AVID	1993-03-12	2018-08-24	-77.790%	10.000	9.990
AVK	2003-04-30	2018-08-24	-36.970%	10.000	9.980
AVNW	1987-05-19	2018-08-24	-83.510%	10.080	99.750
AVP	1972-06-01	2018-08-24	-86.060%	1.380	9.984
AVT	1973-05-03	2018-08-24	2300.541%	0.909	9.972
AVX	1995-08-15	2018-08-24	33.312%	10.000	9.990
AVXL	2015-10-28	2018-08-24	-70.794%	1.850	8.300
AVY	1980-03-17	2018-08-24	4413.707%	1.938	99.980
AVYA	2017-12-19	2018-08-24	39.514%	15.625	23.760
AWF	1993-07-27	2018-08-24	-22.400%	10.000	9.990
AWI	2006-10-18	2018-08-24	73.625%	10.220	71.350
AWK	2008-04-23	2018-08-24	331.311%	16.220	92.370
AWP	2007-04-26	2018-08-24	-68.366%	10.010	9.960
AWR	1980-03-17	2018-08-24	3216.909%	1.625	9.979
AWRE	1996-08-09	2018-08-24	-76.271%	1.580	9.960
AXAS	1991-05-08	2018-08-24	-51.778%	0.250	9.938
AXDX	1994-04-07	2018-08-24	24606.510%	0.047	9.980
AXE	1984-07-19	2018-08-24	1874.701%	10.000	99.970
AXGN	1986-12-17	2018-08-24	933.728%	0.200	9.977
AXL	1999-01-29	2018-08-24	8.848%	0.260	9.990
AXON	2015-06-11	2018-08-24	-92.308%	1.020	8.010
AXP	1973-02-21	2018-08-24	2549.960%	1.135	99.950
AXR	1973-05-03	2018-08-24	158.852%	0.463	99.370
AXS	2003-07-01	2018-08-24	125.010%	17.270	71.060
AXSM	2015-11-19	2018-08-24	-70.538%	10.000	9.980
AXTA	2014-11-12	2018-08-24	44.819%	20.110	38.200
AXTI	1998-05-21	2018-08-24	-29.882%	0.660	9.980
AY	2014-06-13	2018-08-24	-44.108%	13.110	40.980
AYI	2001-12-03	2018-08-24	979.928%	10.700	99.780
AYR	2006-08-08	2018-08-24	-20.526%	10.010	9.990
AYTU	2015-01-21	2018-08-24	-99.970%	10.000	96.000
AYX	2017-03-24	2018-08-24	264.000%	14.610	57.430
AZN	1993-05-12	2018-08-24	659.669%	10.042	9.979
AZO	1991-04-02	2018-08-24	10392.188%	10.000	99.900
AZPN	1994-10-26	2018-08-24	1312.409%	0.590	99.990
AZRE	2016-10-12	2018-08-24	7.877%	12.530	22.000
AZRX	2016-10-11	2018-08-24	-50.803%	0.450	5.600
AZUL	2017-04-11	2018-08-24	-25.163%	15.530	35.050
AZZ	1980-03-17	2018-08-24	2018.760%	0.516	9.990
B	1980-03-17	2018-08-24	2467.625%	1.854	9.995
BA	1970-01-02	2018-08-24	35571.992%	0.383	99.990
BABA	2014-09-19	2018-08-24	85.568%	100.010	99.990
BABY	2001-07-31	2018-08-24	142.953%	10.000	9.990
BAC	1980-03-17	2018-08-24	2096.622%	1.297	9.970
BAF	2002-10-29	2018-08-24	-9.733%	10.010	9.980
BAH	2010-11-18	2018-08-24	158.205%	11.850	50.720
BAK	1999-01-13	2018-08-24	1150.595%	1.075	9.990
BAM	1983-12-30	2018-08-24	2405.500%	0.712	9.991
BANC	2002-08-23	2018-08-24	39.845%	10.000	9.990
BAND	2017-11-10	2018-08-24	112.978%	18.050	45.220
BANF	1990-03-26	2018-08-24	3477.674%	1.292	9.998
BANFP	2004-03-16	2018-08-24	4.894%	17.110	36.200
BANR	1995-11-01	2018-08-24	-9.079%	10.920	99.793
BANX	2013-11-07	2018-08-24	-10.120%	13.810	28.600
BAP	1995-10-25	2018-08-24	1892.964%	10.006	99.950
BAS	2005-12-09	2018-08-24	-99.958%	10.110	9980.000
BASI	1997-11-25	2018-08-24	-79.758%	0.600	9.950
BATRA	2016-04-18	2018-08-24	34.035%	14.230	36.000
BATRK	2016-04-18	2018-08-24	39.498%	13.510	27.350
BAX	1981-10-27	2018-08-24	1938.287%	10.015	9.990
BB	1999-02-04	2018-08-24	450.802%	1.141	99.920
BBBY	1992-06-05	2018-08-24	1684.471%	0.875	9.969
BBC	2014-12-17	2018-08-24	25.693%	16.060	40.130
BBD	2002-08-02	2018-08-24	445.649%	0.807	9.995
BBDO	2012-03-13	2018-08-24	-58.228%	10.000	9.990
BBF	2001-07-27	2018-08-24	-6.396%	10.020	9.990
BBGI	2000-02-11	2018-08-24	-52.920%	0.710	9.960
BBH	1999-11-23	2018-08-24	275.981%	100.000	99.890
BBK	2002-04-26	2018-08-24	-4.800%	10.080	9.980
BBL	2003-06-25	2018-08-24	303.868%	10.210	86.960
BBN	2010-08-30	2018-08-24	9.900%	16.870	25.580
BBOX	1992-12-16	2018-08-24	-90.642%	0.750	92.250
BBP	2014-12-17	2018-08-24	68.226%	21.470	46.800
BBSI	1993-06-11	2018-08-24	2706.154%	1.340	99.580
BBT	1980-03-18	2018-08-24	2637.588%	1.644	9.938
BBU	2016-06-01	2018-08-24	78.920%	18.010	44.730
BBVA	1988-12-15	2018-08-24	66.874%	10.000	9.997
BBW	2004-10-28	2018-08-24	-65.070%	10.000	9.990
BBX	2006-04-11	2018-08-24	1463.810%	0.060	9.950
BBY	1985-04-18	2018-08-24	49148.000%	0.139	9.986
BC	1981-12-31	2018-08-24	2709.128%	1.766	9.970
BCBP	2003-10-15	2018-08-24	51.474%	10.000	9.990
BCC	2013-02-06	2018-08-24	73.231%	13.800	49.300
BCE	1982-11-15	2018-08-24	346.476%	10.062	98.500
BCEI	2011-12-15	2018-08-24	-97.878%	100.429	999.828
BCH	2002-08-02	2018-08-24	560.651%	100.000	99.910
BCLI	2003-10-08	2018-08-24	-48.366%	0.750	9.900
BCML	2018-01-16	2018-08-24	33.690%	19.600	26.940
BCO	1996-01-03	2018-08-24	226.073%	10.688	88.100
BCOM	2007-11-01	2018-08-24	-19.984%	10.000	9.990
BCOR	1998-12-15	2018-08-24	44.400%	10.000	99.375
BCOV	2012-02-17	2018-08-24	-42.657%	10.000	9.980
BCPC	1986-06-03	2018-08-24	42245.148%	0.132	99.930
BCRH	2013-11-06	2018-08-24	-47.619%	10.000	9.750
BCRX	1994-03-04	2018-08-24	11.077%	0.600	9.990
BCS	1986-09-09	2018-08-24	90.067%	10.000	9.994
BCTF	2016-10-24	2018-08-24	28.063%	12.000	17.250
BCX	2011-03-29	2018-08-24	-55.522%	10.000	9.990
BDC	1993-11-24	2018-08-24	1155.842%	10.040	95.560
BDGE	1999-01-12	2018-08-24	141.023%	10.000	38.950
BDJ	2005-08-30	2018-08-24	-37.111%	10.000	9.990
BDN	1986-07-24	2018-08-24	-42.940%	0.938	9.980
BDSI	2002-07-25	2018-08-24	-18.788%	0.770	9.980
BDX	1980-03-17	2018-08-24	13870.598%	1.641	99.890
BDXA	2017-05-11	2018-08-24	23.391%	50.200	64.950
BEAT	2008-03-19	2018-08-24	233.616%	1.840	9.990
BECN	2004-09-23	2018-08-24	260.788%	10.000	9.950
BEDU	2017-05-18	2018-08-24	-7.612%	10.550	28.180
BEL	2000-01-03	2018-08-24	738.542%	0.980	9.990
BELFB	1998-07-10	2018-08-24	187.792%	10.000	9.990
BEN	1983-09-23	2018-08-24	51600.782%	0.060	9.979
BEP	2005-11-15	2018-08-24	139.774%	11.430	36.000
BERY	2012-10-04	2018-08-24	204.276%	13.120	61.710
BFAM	2013-01-25	2018-08-24	314.124%	100.120	99.990
BFIN	2005-06-28	2018-08-24	20.448%	10.000	9.990
BFIT	2016-05-10	2018-08-24	27.683%	14.487	19.519
BFK	2001-07-27	2018-08-24	-13.373%	10.000	9.990
BFR	1993-11-24	2018-08-24	-51.738%	1.054	9.991
BFRA	2018-02-14	2018-08-24	16.338%	11.250	17.984
BFS	1993-08-19	2018-08-24	195.200%	12.625	68.750
BFST	2018-04-11	2018-08-24	2.850%	23.100	30.000
BFZ	2001-07-27	2018-08-24	-15.960%	10.000	9.830
BG	2001-08-02	2018-08-24	301.125%	100.090	99.900
BGB	2012-09-26	2018-08-24	-20.350%	12.150	20.190
BGCA	2012-07-03	2018-08-24	0.236%	22.060	28.630
BGCP	1999-12-10	2018-08-24	-72.984%	1.370	9.990
BGFV	2002-06-25	2018-08-24	-56.340%	10.000	9.990
BGG	1980-03-17	2018-08-24	258.087%	10.000	9.969
BGH	2012-10-26	2018-08-24	-22.942%	14.670	25.400
BGIO	2017-02-24	2018-08-24	-10.500%	10.000	9.970
BGNE	2016-02-03	2018-08-24	506.038%	100.050	99.755
BGR	2004-12-23	2018-08-24	-41.600%	10.040	37.570
BGS	2007-05-23	2018-08-24	141.327%	10.000	9.990
BGT	2004-08-30	2018-08-24	-34.150%	10.000	9.980
BGY	2007-05-25	2018-08-24	-71.150%	10.000	9.990
BH	1982-11-19	2018-08-24	-89.531%	10052.340	9966.127
BHBK	2014-07-22	2018-08-24	91.842%	11.250	23.900
BHE	1990-06-27	2018-08-24	1232.000%	0.806	9.996
BHF	2007-09-17	2018-08-24	6996.055%	0.021	75.000
BHGE	1987-04-06	2018-08-24	76.000%	11.125	99.660
BHK	2001-11-28	2018-08-24	-14.067%	10.000	9.990
BHLB	2000-06-28	2018-08-24	244.772%	12.125	44.250
BHP	1980-03-17	2018-08-24	1440.953%	1.339	99.990
BHR	2002-04-30	2018-08-24	-97.556%	0.010	9.990
BHTG	2015-10-28	2018-08-24	-11.333%	1.500	9.500
BHVN	2017-05-04	2018-08-24	103.543%	16.500	44.280
BIB	2010-04-09	2018-08-24	764.591%	10.057	99.980
BICK	2010-04-13	2018-08-24	-12.055%	15.000	35.580
BID	1988-05-13	2018-08-24	413.103%	10.000	9.960
BIDU	2005-08-05	2018-08-24	1730.912%	10.025	99.890
BIF	1980-03-17	2018-08-24	48.800%	10.000	9.990
BIG	1985-06-20	2018-08-24	1743.015%	1.200	9.980
BIIB	1991-09-17	2018-08-24	10854.560%	0.354	99.980
BILI	2018-03-28	2018-08-24	-2.936%	10.000	22.700
BIO	1980-02-29	2018-08-24	11895.150%	0.852	99.990
BIOC	2014-02-05	2018-08-24	-99.621%	10.200	95.400
BIOL	1992-11-12	2018-08-24	-97.892%	1.140	98.559
BIOS	1996-08-15	2018-08-24	-76.800%	0.625	9.940
BIP	2008-01-10	2018-08-24	218.947%	10.000	9.980
BIS	2010-04-12	2018-08-24	-98.597%	100.000	993.200
BIT	2013-02-26	2018-08-24	-11.850%	14.700	20.500
BITA	2010-11-18	2018-08-24	79.016%	10.000	98.280
BJRI	1996-10-09	2018-08-24	1145.000%	0.812	9.980
BJZ	2001-12-10	2018-08-24	-0.336%	10.220	9.750
BK	1973-05-03	2018-08-24	3426.052%	0.972	9.971
BKCC	2007-06-28	2018-08-24	-58.373%	10.000	9.990
BKD	2005-11-22	2018-08-24	-64.648%	10.020	9.990
BKE	1992-05-08	2018-08-24	1234.775%	1.519	9.982
BKEP	2010-12-31	2018-08-24	-66.452%	2.550	9.500
BKEPP	2012-03-05	2018-08-24	-24.917%	10.000	9.990
BKH	1980-03-17	2018-08-24	2200.211%	10.000	9.972
BKHU	2015-12-08	2018-08-24	26.852%	50.240	78.740
BKI	1995-11-22	2018-08-24	451.713%	0.020	9.875
BKK	2003-09-29	2018-08-24	-0.333%	10.000	9.950
BKN	1993-02-19	2018-08-24	-5.600%	10.000	9.990
BKNG	1999-03-31	2018-08-24	282.773%	10.020	994.980
BKS	1993-09-28	2018-08-24	-43.376%	10.000	9.993
BKSC	1986-10-23	2018-08-24	758.033%	1.778	9.992
BKT	1988-07-22	2018-08-24	-42.400%	10.000	9.875
BKU	2011-01-28	2018-08-24	40.880%	18.920	44.970
BKYI	1997-02-21	2018-08-24	-96.284%	0.480	99.000
BL	2016-10-28	2018-08-24	117.257%	21.660	51.950
BLBD	2002-08-09	2018-08-24	1208.823%	1.650	94.750
BLCM	2014-12-18	2018-08-24	-70.771%	10.010	9.990
BLCN	2018-01-17	2018-08-24	-4.165%	21.690	25.050
BLD	2000-01-13	2018-08-24	976.406%	1.000	9.945
BLDP	1995-11-08	2018-08-24	-20.267%	0.560	98.875
BLDR	2005-06-28	2018-08-24	0.688%	0.820	9.970
BLFS	1992-05-26	2018-08-24	-95.956%	0.140	96.250
BLIN	2007-06-29	2018-08-24	-99.280%	0.790	99.750
BLK	1999-10-01	2018-08-24	3280.602%	100.000	99.300
BLKB	2004-07-26	2018-08-24	1070.286%	10.010	99.990
BLL	1973-02-21	2018-08-24	14611.944%	0.125	9.998
BLMN	2012-08-08	2018-08-24	53.908%	11.570	27.270
BLMT	2011-10-05	2018-08-24	219.593%	10.080	36.500
BLNK	2010-09-21	2018-08-24	-99.836%	1.280	99.500
BLPH	2015-02-13	2018-08-24	-90.691%	0.433	9.860
BLRX	2011-07-27	2018-08-24	-82.306%	0.710	6.870
BLUE	2013-06-19	2018-08-24	487.886%	101.500	99.870
BLW	2003-07-29	2018-08-24	-25.050%	10.010	9.990
BLX	1992-09-24	2018-08-24	-1.545%	10.000	9.950
BMA	2006-03-27	2018-08-24	93.926%	10.000	99.870
BMCH	2013-08-09	2018-08-24	57.311%	12.140	25.700
BME	2005-03-29	2018-08-24	64.040%	15.000	49.940
BMI	1980-03-17	2018-08-24	7193.333%	0.359	9.998
BMLP	2017-01-25	2018-08-24	-2.857%	43.000	57.060
BMO	1994-10-27	2018-08-24	780.541%	10.000	9.938
BMRA	1984-09-20	2018-08-24	-28.571%	0.170	9.875
BMRC	1999-12-23	2018-08-24	680.460%	10.074	90.850
BMRN	1999-07-26	2018-08-24	659.692%	10.000	99.970
BMS	1980-03-17	2018-08-24	6363.035%	0.657	9.938
BMTC	1985-08-07	2018-08-24	2002.143%	0.812	9.938
BMY	1972-06-01	2018-08-24	3113.180%	0.911	9.994
BNCL	2007-07-16	2018-08-24	110.784%	10.001	9.992
BNDX	2013-06-04	2018-08-24	8.827%	48.510	56.310
BNED	2015-07-23	2018-08-24	-64.475%	10.000	9.990
BNFT	2013-09-18	2018-08-24	-20.728%	19.580	77.000
BNS	1999-09-24	2018-08-24	481.128%	10.000	9.940
BNSO	1989-06-27	2018-08-24	-26.000%	0.030	9.938
BNTC	2014-06-26	2018-08-24	-88.158%	1.200	9.680
BNY	2001-07-27	2018-08-24	-17.067%	10.000	9.990
BOCH	1999-11-03	2018-08-24	76.230%	10.000	9.990
BOE	2005-05-26	2018-08-24	-55.040%	10.360	29.920
BOFI	2005-03-16	2018-08-24	1217.217%	0.752	9.995
BOFIL	2016-03-18	2018-08-24	2.569%	21.800	29.950
BOH	1980-03-17	2018-08-24	4382.827%	1.818	90.800
BOJA	2015-05-08	2018-08-24	-37.895%	11.350	28.450
BOKF	1991-09-05	2018-08-24	816.929%	10.036	99.990
BOKFL	2016-06-30	2018-08-24	0.164%	21.250	26.500
BOLD	2016-07-20	2018-08-24	124.983%	13.060	46.180
BOMN	2017-06-26	2018-08-24	66.815%	12.150	35.490
BOOM	1989-01-05	2018-08-24	6996.000%	0.312	9.995
BOOT	1994-04-08	2018-08-24	94.036%	1.060	9.990
BORN	2018-01-16	2018-08-24	-26.174%	1.070	1.570
BOSC	1996-04-02	2018-08-24	-99.644%	1.480	99.800
BOTJ	2000-08-10	2018-08-24	280.436%	10.000	9.990
BOTZ	2016-09-13	2018-08-24	50.881%	14.690	27.420
BOX	2015-01-23	2018-08-24	14.636%	10.000	9.860
BOXL	2017-11-30	2018-08-24	-55.388%	3.000	9.680
BP	1977-01-03	2018-08-24	794.969%	10.000	9.984
BPFH	1994-02-14	2018-08-24	373.333%	10.000	9.990
BPI	2009-04-15	2018-08-24	14.865%	10.000	9.990
BPK	2001-12-11	2018-08-24	1.351%	10.860	17.600
BPL	1986-12-16	2018-08-24	273.873%	10.000	9.938
BPMC	2015-04-30	2018-08-24	266.084%	100.070	98.920
BPMP	2017-10-26	2018-08-24	18.145%	16.830	23.000
BPOP	1980-03-17	2018-08-24	1677.371%	10.000	99.600
BPOPM	2008-11-19	2018-08-24	27.632%	10.000	9.100
BPOPN	2003-12-02	2018-08-24	1.333%	10.000	29.870
BPRN	2017-05-31	2018-08-24	2.024%	29.430	39.000
BPT	1989-05-23	2018-08-24	11.388%	10.000	99.990
BPTH	2008-03-04	2018-08-24	-83.333%	1.200	9.900
BPY	2013-03-22	2018-08-24	-10.758%	18.130	26.540
BQH	2002-04-26	2018-08-24	-13.200%	10.000	9.990
BR	2007-04-02	2018-08-24	588.519%	10.000	99.440
BRC	1984-09-07	2018-08-24	2283.053%	1.666	9.938
BREW	1995-08-17	2018-08-24	-27.963%	0.850	9.990
BRFS	2000-10-20	2018-08-24	309.600%	0.421	9.998
BRID	1980-03-17	2018-08-24	2269.742%	0.247	9.990
BRKL	1998-03-25	2018-08-24	140.322%	10.000	9.990
BRKR	2000-08-04	2018-08-24	52.802%	10.000	9.990
BRKS	1995-02-02	2018-08-24	196.500%	10.000	91.875
BRO	1981-02-11	2018-08-24	16988.749%	0.111	9.995
BRPAR	2017-12-01	2018-08-24	1190.323%	0.029	0.738
BRQS	2015-11-05	2018-08-24	-53.629%	10.000	9.982
BRS	1990-03-26	2018-08-24	-2.957%	10.000	9.960
BRSS	2013-05-23	2018-08-24	175.646%	11.490	39.850
BRT	1973-05-03	2018-08-24	-42.222%	1.125	9.950
BRX	2013-10-30	2018-08-24	-10.343%	13.740	29.140
BSA	2003-06-30	2018-08-24	225.648%	10.060	9.940
BSAC	1994-10-31	2018-08-24	301.440%	10.000	9.996
BSBR	2009-10-07	2018-08-24	-36.434%	10.000	9.990
BSD	1999-08-25	2018-08-24	-15.933%	10.020	9.960
BSE	2002-10-29	2018-08-24	-15.733%	10.000	9.890
BSET	1980-03-17	2018-08-24	240.909%	0.620	9.980
BSIG	2018-03-28	2018-08-24	-19.459%	11.885	16.340
BSL	2010-05-26	2018-08-24	-9.750%	13.390	22.210
BSM	2008-02-14	2018-08-24	11192.567%	0.043	2.380
BSMX	2012-09-26	2018-08-24	-38.807%	10.000	9.990
BSPM	2009-12-29	2018-08-24	-97.857%	1.080	99.750
BSQR	1999-10-21	2018-08-24	-98.107%	0.970	99.500
BSRR	1994-04-18	2018-08-24	1097.600%	10.000	9.990
BST	2000-01-03	2018-08-24	129.200%	0.480	9.960
BSTC	1991-11-14	2018-08-24	1328.414%	0.600	9.875
BSTI	2017-09-20	2018-08-24	-24.905%	10.000	9.950
BSX	1992-05-19	2018-08-24	710.978%	10.000	9.990
BT	1984-12-03	2018-08-24	163.455%	10.010	99.938
BTA	2006-02-27	2018-08-24	-23.651%	10.000	9.990
BTAI	2018-03-08	2018-08-24	-27.715%	10.000	9.980
BTE	2006-04-03	2018-08-24	-80.812%	1.080	9.980
BTEC	2016-08-22	2018-08-24	43.020%	21.630	39.210
BTI	1980-04-14	2018-08-24	7748.585%	0.641	9.995
BTO	1994-08-16	2018-08-24	94.850%	10.000	9.990
BTT	2012-08-30	2018-08-24	-14.861%	16.470	25.490
BTU	2017-04-03	2018-08-24	35.419%	22.580	47.840
BTZ	2006-12-22	2018-08-24	-50.400%	10.030	9.990
BUD	2009-07-01	2018-08-24	155.091%	100.070	99.950
BUI	2011-11-23	2018-08-24	3.200%	14.770	21.740
BURG	2000-01-12	2018-08-24	-73.366%	0.230	9.950
BURL	2013-10-02	2018-08-24	569.612%	100.070	99.790
BUSE	1998-10-06	2018-08-24	-15.026%	10.140	9.990
BVN	1996-05-15	2018-08-24	183.778%	1.656	9.993
BVXV	2015-05-12	2018-08-24	39.098%	10.000	9.990
BW	2014-08-19	2018-08-24	3400.000%	0.020	9.890
BWA	1993-08-13	2018-08-24	1321.120%	10.000	9.962
BWB	2018-03-14	2018-08-24	1.109%	12.290	13.870
BWEN	2005-11-10	2018-08-24	-93.697%	1.670	99.500
BWFG	2010-04-28	2018-08-24	64.105%	12.500	38.500
BWG	2012-03-28	2018-08-24	-43.691%	10.150	23.170
BWXT	2010-08-02	2018-08-24	281.536%	12.911	72.180
BX	2007-06-22	2018-08-24	4.678%	10.000	9.960
BXC	2004-12-14	2018-08-24	-72.956%	10.000	99.900
BXE	2005-11-07	2018-08-24	-98.797%	0.840	93.000
BXG	1985-11-21	2018-08-24	635.269%	0.314	9.990
BXMT	1980-12-30	2018-08-24	-86.092%	10.100	98.700
BXMX	2004-10-27	2018-08-24	-28.116%	10.000	9.990
BXP	1997-06-18	2018-08-24	382.392%	100.000	99.990
BXS	1985-10-18	2018-08-24	1280.000%	10.000	9.990
BY	2017-06-30	2018-08-24	20.000%	19.021	24.800
BYD	1993-10-15	2018-08-24	66.689%	10.000	9.990
BYFC	1996-01-09	2018-08-24	-67.106%	0.520	9.960
BYM	2002-10-29	2018-08-24	-12.267%	10.120	9.980
BYSI	2017-03-09	2018-08-24	36.905%	16.550	48.490
BZH	1994-02-23	2018-08-24	-57.505%	1.200	99.967
BZUN	2015-05-21	2018-08-24	413.985%	10.000	9.970
C	1977-01-03	2018-08-24	335.244%	10.000	99.792
CA	1981-12-15	2018-08-24	18509.882%	0.213	9.980
CAAP	2018-02-01	2018-08-24	-48.698%	10.040	9.940
CAAS	2003-10-07	2018-08-24	-18.182%	10.000	9.990
CABO	2015-06-11	2018-08-24	101.778%	365.000	815.130
CAC	1997-10-08	2018-08-24	313.820%	10.000	9.987
CACC	1992-06-05	2018-08-24	16514.647%	10.000	99.980
CACG	2017-05-04	2018-08-24	25.689%	24.374	31.450
CACI	1980-03-17	2018-08-24	41084.001%	0.406	99.960
CADC	2009-01-29	2018-08-24	-62.871%	1.460	98.280
CADE	2017-04-24	2018-08-24	26.637%	20.000	31.442
CAE	1996-01-10	2018-08-24	414.691%	1.900	9.990
CAF	2006-09-28	2018-08-24	6.972%	14.050	72.300
CAG	1980-03-17	2018-08-24	7476.360%	0.436	9.987
CAH	1983-08-04	2018-08-24	3658.181%	1.103	91.910
CAI	2000-01-10	2018-08-24	16.045%	10.000	9.980
CAJ	1980-03-17	2018-08-24	3362.164%	0.892	9.983
CAKE	1992-09-18	2018-08-24	1372.491%	10.000	9.950
CAL	1980-03-17	2018-08-24	1054.057%	10.000	9.987
CALA	2014-10-02	2018-08-24	-49.522%	10.000	9.990
CALI	2009-08-28	2018-08-24	-97.696%	0.300	9.960
CALL	1996-02-07	2018-08-24	-98.461%	0.325	999.375
CALM	1996-12-12	2018-08-24	2841.651%	0.620	9.998
CALX	2010-03-24	2018-08-24	-49.669%	10.000	9.990
CAMP	1983-12-13	2018-08-24	339.810%	0.250	9.990
CAMT	2000-07-28	2018-08-24	73.667%	0.210	9.984
CAPL	2012-10-25	2018-08-24	-6.822%	15.500	40.870
CAPR	2007-02-13	2018-08-24	-97.556%	0.630	99.000
CAR	1983-09-14	2018-08-24	1546.508%	0.340	9.995
CARA	2014-01-31	2018-08-24	42.680%	10.000	9.990
CARB	2011-08-11	2018-08-24	234.818%	10.000	9.990
CARG	2017-10-12	2018-08-24	81.073%	25.850	56.170
CARO	2014-05-14	2018-08-24	308.285%	10.000	9.975
CARS	2017-06-02	2018-08-24	-1.701%	20.940	32.940
CART	2015-01-02	2018-08-24	62.955%	4.720	9.950
CARV	1994-10-26	2018-08-24	-95.055%	1.100	99.375
CARZ	2011-05-10	2018-08-24	19.967%	20.010	45.000
CASA	2016-07-19	2018-08-24	-93.650%	0.090	478.000
CASH	1993-09-20	2018-08-24	767.966%	10.000	99.950
CASI	1996-06-12	2018-08-24	-95.763%	0.580	997.562
CASM	1995-02-14	2018-08-24	1724.000%	0.125	9.980
CASS	1996-01-08	2018-08-24	40770.790%	0.133	9.999
CASY	1983-10-20	2018-08-24	9132.000%	0.875	99.870
CAT	1970-01-02	2018-08-24	3896.434%	10.000	99.990
CATB	2015-06-25	2018-08-24	-94.523%	0.610	9.980
CATC	1999-01-05	2018-08-24	313.631%	17.000	95.060
CATH	2016-04-26	2018-08-24	41.959%	23.950	35.660
CATM	2007-12-13	2018-08-24	284.125%	0.470	9.970
CATO	1987-04-22	2018-08-24	303.011%	0.250	9.958
CATS	2004-01-16	2018-08-24	-99.949%	1.500	9840.000
CATY	1990-12-14	2018-08-24	946.646%	10.000	9.990
CB	1984-09-07	2018-08-24	3396.370%	10.000	99.980
CBA	2013-06-26	2018-08-24	-59.350%	10.000	9.990
CBAK	2005-02-14	2018-08-24	-97.660%	0.490	9.950
CBAY	2014-02-03	2018-08-24	40.000%	0.820	9.990
CBB	1980-03-17	2018-08-24	67.539%	1.600	99.950
CBD	1996-03-08	2018-08-24	193.981%	10.000	9.990
CBFV	2003-10-09	2018-08-24	125.614%	11.500	36.950
CBH	2007-05-07	2018-08-24	78.462%	0.070	9.990
CBIO	2006-04-12	2018-08-24	-98.785%	10.000	998.550
CBK	1992-03-31	2018-08-24	15.425%	0.099	9.990
CBL	1993-10-28	2018-08-24	-53.529%	1.920	9.990
CBLI	2006-07-25	2018-08-24	-98.104%	1.220	99.800
CBLK	2018-05-04	2018-08-24	-1.462%	19.760	35.000
CBM	1987-09-22	2018-08-24	788.965%	1.333	9.990
CBMG	2007-06-04	2018-08-24	-18.600%	1.000	9.980
CBO	2017-10-16	2018-08-24	-94.698%	1.010	5.050
CBOE	2010-06-15	2018-08-24	215.820%	100.290	99.990
CBPO	2008-01-31	2018-08-24	1786.889%	1.050	99.990
CBPX	2014-02-05	2018-08-24	148.190%	12.580	39.600
CBRE	2018-01-16	2018-08-24	6.517%	39.600	50.430
CBRL	1981-11-05	2018-08-24	25723.685%	0.425	99.990
CBS	2005-12-05	2018-08-24	98.876%	10.130	9.890
CBSH	1980-03-17	2018-08-24	8107.534%	0.843	9.972
